timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-14T14:47:39,RF_Baseline,eeb4eee3-77c6-48b0-bf85-c8aa097453e9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2577.966261333,0.0087178647317104,3.3816830198556126e-06,42.5,0.0,3.0,0.0304284633928096,0,0.0021468283683701,0.0325752917611798,The Netherlands,NLD,north holland,,,macOS-15.3-arm64-arm-64bit,3.10.17,3.0.1,8,Apple M2,,,4.9453,52.3109,8.0,machine,N,1.0
2025-05-20T17:49:39,SHAP_Explanation,71cba093-d92d-4300-b5e9-08dcb8c5313c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,9345.822727624967,0.028631241009232675,3.0635334997958675e-06,42.5,0.0,3.0,0.1001390830385779,0,0.006844800981542547,0.10698388402012043,The Netherlands,NLD,north holland,,,macOS-15.3-arm64-arm-64bit,3.10.17,3.0.1,8,Apple M2,,,4.9453,52.3109,8.0,machine,N,1.0
